customer_id,channel,send_time,message,reasoning,chat_log,issue_status
51,twitter_dm_reply,2025-06-28T14:57:42Z,"I've reviewed your billing concern and sent a detailed explanation to your email. If you have questions after reviewing, please reply.","Twitter DM for quick, accessible communication.","Customer: @ChipotleTweets @28 
I don't fit in my Veggie Burrito costume #Halloween https://t.co/7tJDVpzLWn",pending_customer_reply
52,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ChipotleTweets @ChipotleTweets Becky is very nice,pending_customer_reply
53,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ChipotleTweets @28 My baby https://t.co/dtiXxMIJyq,pending_customer_reply
54,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ChipotleTweets messed up today and didn’t give me my $3 burrito although I was dressed up 😭,pending_customer_reply
55,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: hey @ChipotleTweets wanna come to Mammoth. I'll at least eat there once a week i promise,pending_customer_reply
56,twitter_dm_reply,2025-06-28T14:57:42Z,"I've reviewed your billing concern and sent a detailed explanation to your email. If you have questions after reviewing, please reply.","Twitter DM for quick, accessible communication.",Customer: When you're the only one in costume #boorito @ChipotleTweets,pending_customer_reply
57,twitter_dm_reply,2025-06-28T14:57:42Z,"Thanks for your question! Here's a quick answer. For more detailed information, I can send additional resources if needed.","Twitter DM for quick, accessible communication.","Customer: @ChipotleTweets I had excellent service tonight too! Plenty of people on the line, went very fast, e...",resolved
58,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ChipotleTweets no Diet Coke and a literal bone this Boorito was extra spooky! https://t.co/C4oCCtdU...,pending_customer_reply
59,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @ChipotleTweets If you get queso or quac on you're bowl, its extra?",pending_customer_reply
60,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: Happy Halloween! Since I'm too old to trick or treat I now look forward to $3 booritos at @ChipotleT...,resolved
61,twitter_dm_reply,2025-06-28T14:57:42Z,"I've reviewed your billing concern and sent a detailed explanation to your email. If you have questions after reviewing, please reply.","Twitter DM for quick, accessible communication.",Customer: So frustrated with @ChipotleTweets 😡 Ordered dinner on Saturday using their app. Order was wrong AND...,pending_customer_reply
63,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Btw @ChipotleTweets giving out $3 burritos if you dress up for Halloween 🎃 Call your Chipotle to mak...,pending_customer_reply
64,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ChipotleTweets can I dress up as myself and still qualify for a BOORITO?,pending_customer_reply
65,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @ChipotleTweets Tried, didn't work. How rude :/",pending_customer_reply
66,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: Every year, my trick-or-treating routine is walking to Chipotle, spending 3 dollars and walking back...",pending_customer_reply
67,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ChipotleTweets this is nasty. A used napkin in someone's food https://t.co/EkWiD9vhnr,pending_customer_reply
68,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: $3 burritos and I’m nowhere near a @ChipotleTweets 🤦🏾‍♂️,resolved
69,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Considering walking to @ChipotleTweets in my llama onesie alone happy Halloween 😭,pending_customer_reply
71,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ChipotleTweets Also I got the onesie at target. So cozy,pending_customer_reply
72,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ChipotleTweets name a better halloween duo #speedwaybrick #UTtranscript https://t.co/5ShDRMlC1T,pending_customer_reply
73,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @AskPlayStation So, what's the november ps plus free game?",pending_customer_reply
74,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @AskPlayStation @115743 Can I get help already??,resolved
75,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AskPlayStation I bought Lego Star Wars in the PlayStation store but it won't let me download it bec...,pending_customer_reply
76,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @AskPlayStation It was when I would go to download it. I just waited a few hours till after I bought...,resolved
77,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AskPlayStation can i block a community from sending me invites to something i dont want to join,pending_customer_reply
78,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: We had to have a Count Colin 💛 @marksandspencer xx... https://t.co/HVWkevFsKB,pending_customer_reply
79,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: ‘Ere @marksandspencer, never mind avocado 🥑 - How’s about ‘ave a word?
Is it really necessary? 

The...",pending_customer_reply
80,twitter_dm_reply,2025-06-28T14:57:42Z,"I've reviewed your billing concern and sent a detailed explanation to your email. If you have questions after reviewing, please reply.","Twitter DM for quick, accessible communication.",Customer: @marksandspencer y do they charge you for a meat bag at colliers woods branch. If you buy meat you r...,pending_customer_reply
81,twitter_dm_reply,2025-06-28T14:57:42Z,"I've reviewed your billing concern and sent a detailed explanation to your email. If you have questions after reviewing, please reply.","Twitter DM for quick, accessible communication.",Customer: @marksandspencer ou must charge at least 5p a bag (including VAT) for carrier bags that are all of t...,pending_customer_reply
82,twitter_dm_reply,2025-06-28T14:57:42Z,"I've reviewed your billing concern and sent a detailed explanation to your email. If you have questions after reviewing, please reply.","Twitter DM for quick, accessible communication.","Customer: @marksandspencer aren’t require charge 4 a bag:
paper bags
shops in airports, or on board trains, ae...",pending_customer_reply
83,twitter_dm_reply,2025-06-28T14:57:42Z,"I've reviewed your billing concern and sent a detailed explanation to your email. If you have questions after reviewing, please reply.","Twitter DM for quick, accessible communication.",Customer: @marksandspencer Raw meat!!!! It’s does not say unwrapped raw meat!!! Sainsbury’s don’t charge nor d...,pending_customer_reply
84,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @marksandspencer I check with the Gov office and legal. They stated you are not right. But it’s funn...,pending_customer_reply
85,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Excellent Halloweening @marksandspencer 👌🏼 #countcolin #halloween #food https://t.co/lq1cSooHdj,pending_customer_reply
86,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,"Customer: @MicrosoftHelps hi, having trouble making purchases on Xbox one store for fifa points, can you help?",resolved
88,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,"Customer: @XboxSupport Hi, Having trouble buying fifa points on Xbox one, can you help?",resolved
89,scheduling_phone_call,2025-06-28T14:57:42Z,Hi! I see you're having urgent login issues. We're scheduling a priority call to resolve this immediately. You'll receive a call within 30 minutes. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @MicrosoftHelps I need assistance recovering 2 hotmail accounts. I have  filled the recovery forms b...,resolved
90,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ATVIAssist @115754 umm someone is streaming WWII with 500+ viewers https://t.co/AhBT7AZZSz,pending_customer_reply
91,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ATVIAssist can you still pre oder ww2 on the playstation store,pending_customer_reply
93,twitter_dm_reply,2025-06-28T14:57:42Z,"For the technical issue you mentioned, please try the basic troubleshooting steps I'm sharing here. Let me know if the problem persists.","Twitter DM for quick, accessible communication. Technical issue requires specialized guidance.",Customer: @ATVIAssist @115755 I'm trying to buy the digital deluxe edition on the ps store but I keep receivin...,resolved
94,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @115758 @ATVIAssist Are yous going to update COD Zombies on IOS for IOS 11.,pending_customer_reply
95,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @115758 Why was there a half gig update for world at war?,pending_customer_reply
96,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @108162 @115761 @ATVIAssist tried that there was people so i came back,pending_customer_reply
97,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ATVIAssist i pre ordered wwii but how do i get the code?,pending_customer_reply
98,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ATVIAssist For double xp^,pending_customer_reply
99,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ATVIAssist I pre ordered my game at game stop,pending_customer_reply
100,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @ATVIAssist So, when I go get the game on friday my 2xp code will be on the receipt?",pending_customer_reply
101,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @ATVIAssist Yes, the beta code",pending_customer_reply
102,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @ATVIAssist Yes I have, so my code is on their?",pending_customer_reply
103,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @ATVIAssist I got all of my stats reset on MWR and I don't know why. please help!!!,resolved
104,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @ATVIAssist Seth_tubbs and I am on PS4,pending_customer_reply
105,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @115754 @115765 @ATVIAssist @115766 

Will non season pass holders get the bobus man Carentan at any...",pending_customer_reply
106,twitter_dm_reply,2025-06-28T14:57:42Z,"Thanks for your question! Here's a quick answer. For more detailed information, I can send additional resources if needed.","Twitter DM for quick, accessible communication.","Customer: STATUS UPDATE: As mentioned yesterday afternoon, the game update on console last night improved Game...",resolved
107,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: STATUS UPDATE: Global Dedicated Server support remains active. Continuing Gamebattles testing with a...,pending_customer_reply
108,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Only three days left until #WWIIZombies arrive at your doorstep. Happy Halloween! Stay safe tonight....,pending_customer_reply
109,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: Any help here @AdobeCare? https://t.co/x50e57UG4E,resolved
110,twitter_dm_reply,2025-06-28T14:57:42Z,"Thanks for your question! Here's a quick answer. For more detailed information, I can send additional resources if needed.","Twitter DM for quick, accessible communication.",Customer: @AdobeCare Pretty much explained my issue in the quoted tweet... dragging an image onto a canvas no ...,resolved
